Peer-reviewed,Study,Sample,Gender,N,Age.classification,Combination,WM.type1,WM.type2,Math.type,Reported.Effect.Size,MA.TA.Description,MA.TA.Name,TA.GA.Description,TA.GA.Name,COGN.Description,COGN.Name,ACH.Description,ACH.Name
yes,"Ottmar et al., 2017","Ottmar et al., 2017",,98,Dev_Group,MA-Maths,,,math_apply,-0.14,Math Anxiety,Self developed (adapted by Kaya. 2009),,,,,Mathematics,Simplifying Expressions Assessments
yes,"Ottmar et al., 2017","Ottmar et al., 2017",,98,Dev_Group,MA-Maths,,,math_apply,-0.2,Math Anxiety,Self developed (adapted by Kaya. 2009),,,,,Mathematics,Simplifying Expressions Assessments
yes,"Pajares et al., 1995","Pajares et al., 1995",,329,Dev_Group,MA-Maths,,,math_apply,-0.46,Math Anxiety,MAS,,,,,Mathematics,MCS (Dowling. 1978)
yes,"Pajares et al., 1996","Pajares et al., 1996_normal sample",,231,Dev_Group,MA-Maths,,,math_apply,-0.42,Math Anxiety,MAS,,,,,Mathematics,Self Developed
yes,"Pajares et al., 1996","Pajares et al., 1996_normal sample",,231,Dev_Group,MA-Maths,,,grade,-0.49,Math Anxiety,MAS,,,,,Mathematics,
yes,"Pajares et al., 1996","Pajares et al., 1996_gifted sample",,66,Dev_Group,MA-Maths,,,math_apply,-0.4,Math Anxiety,MAS,,,,,Mathematics,Self Developed
yes,"Pajares et al., 1996","Pajares et al., 1996_gifted sample",,66,Dev_Group,MA-Maths,,,grade,-0.54,Math Anxiety,MAS,,,,,Mathematics,
yes,"Pajares et al., 1999","Pajares et al., 1999",,273,Dev_Group,MA-Maths,,,math_apply,-0.4,Math Anxiety,Self developed,,,,,Mathematics,End-of-unit Math Exam
yes,"Pajares et al., 1999","Pajares et al., 1999",,273,Dev_Group,MA-Maths,,,math_apply,-0.35,Math Anxiety,Self developed,,,,,Mathematics,ITBS Iowa Test of Basic Skills
yes,"Pajares et al., 1999","Pajares et al., 1999",,273,Dev_Group,MA-Maths,,,math_apply,0.32,Math Anxiety,Self developed,,,,,Mathematics,End-of-unit Math Exam
yes,"Pajares et al., 1999","Pajares et al., 1999",,273,Dev_Group,MA-Maths,,,math_apply,-0.41,Math Anxiety,Self developed,,,,,Mathematics,ITBS Iowa Test of Basic Skills
yes,"Pedro et al., 1981","Pedro et al., 1981_Grade9 female",females,302,Dev_Group,MA-Maths,,,math_apply,-0.16,Math Anxiety,FennemaSherman Mathematics Attitude Scales,,,,,Mathematics,Cooperative Mathematics Tests (Algebra) 
yes,"Pedro et al., 1981","Pedro et al., 1981_Grade9 male",males,244,Dev_Group,MA-Maths,,,math_apply,-0.46,Math Anxiety,FennemaSherman Mathematics Attitude Scales,,,,,Mathematics,Cooperative Mathematics Tests (Algebra) 
yes,"Pedro et al., 1981","Pedro et al., 1981_Grade10 female",females,331,Dev_Group,MA-Maths,,,math_apply,-0.34,Math Anxiety,FennemaSherman Mathematics Attitude Scales,,,,,Mathematics,Cooperative Mathematics Tests (Geometry) 
yes,"Pedro et al., 1981","Pedro et al., 1981_Grade10 male",males,328,Dev_Group,MA-Maths,,,math_apply,-0.44,Math Anxiety,FennemaSherman Mathematics Attitude Scales,,,,,Mathematics,Cooperative Mathematics Tests (Geometry) 
yes,"Peixoto et al., 2017","Peixoto et al., 2017",,1219,Dev_Group,MA-Maths,,,grade,-0.28,Math Anxiety,AEQ-PA Achievement Emotions Questionnaire for Preadolescent students - Test Version,,,,,Mathematics,
yes,"Peixoto et al., 2017","Peixoto et al., 2017",,1219,Dev_Group,MA-Maths,,,grade,-0.32,Math Anxiety,AEQ-PA Achievement Emotions Questionnaire for Preadolescent students - Test Version,,,,,Mathematics,
yes,"Peixoto et al., 2017","Peixoto et al., 2017",,1219,Dev_Group,MA-Maths,,,grade,-0.2,Math Anxiety,AEQ-PA Achievement Emotions Questionnaire for Preadolescent students - Classroom Version,,,,,Mathematics,
yes,"Peixoto et al., 2017","Peixoto et al., 2017",,1219,Dev_Group,MA-Maths,,,grade,-0.27,Math Anxiety,AEQ-PA Achievement Emotions Questionnaire for Preadolescent students - Classroom Version,,,,,Mathematics,
yes,"Pekrun et al., 2017","Pekrun et al., 2017_Grade5",,2070,Dev_Group,MA-Maths,,,grade,-0.37,Math Anxiety,AEQ-M (Pekrun at al.. 2011),,,,,Mathematics,
yes,"Pekrun et al., 2017","Pekrun et al., 2017_Grade6",,2059,Dev_Group,MA-Maths,,,grade,-0.38,Math Anxiety,AEQ-M (Pekrun at al.. 2011),,,,,Mathematics,
yes,"Pekrun et al., 2017","Pekrun et al., 2017_Grade7",,2397,Dev_Group,MA-Maths,,,grade,-0.37,Math Anxiety,AEQ-M (Pekrun at al.. 2011),,,,,Mathematics,
yes,"Pekrun et al., 2017","Pekrun et al., 2017_Grade8",,2410,Dev_Group,MA-Maths,,,grade,-0.37,Math Anxiety,AEQ-M (Pekrun at al.. 2011),,,,,Mathematics,
yes,"Pekrun et al., 2017","Pekrun et al., 2017_Grade9",,2528,Dev_Group,MA-Maths,,,grade,-0.4,Math Anxiety,AEQ-M (Pekrun at al.. 2011),,,,,Mathematics,
yes,"Perry et al., 2016","Perry et al., 2016",,84,Dev_Group,MA-Maths,,,math_apply,-0.2,Math Anxiety,Self developed ,,,,,Mathematics, New York State Integrated Algebra Regents Examination 
yes,"Prieto et al., 2007","Prieto et al., 2007_Grade7_8",,411,Dev_Group,MA-Maths,,,math_apply,-0.24,Math Anxiety,MAS,,,,,Mathematics,MT. Test de Matem?ticas
yes,"Prieto et al., 2007","Prieto et al., 2007_Grade9",,216,Dev_Group,MA-Maths,,,math_apply,-0.29,Math Anxiety,MAS,,,,,Mathematics,MT. Test de Matem?ticas
yes,"Ramirez et al., 2017","Ramirez et al., 2017",,812,Dev_Group,MA-Maths,,,math_apply,-0.09,Math Anxiety,CMAQ-R,,,,,Mathematics,TheWoodcock?Johnson III 
yes,"Ramirez et al., 2017","Ramirez et al., 2017",,812,Dev_Group,MA-Maths,,,math_apply,-0.26,Math Anxiety,CMAQ-R,,,,,Mathematics,TheWoodcock?Johnson III 
yes,"Reali et al., 2016","Reali et al., 2016",,296,Dev_Group,MA-TA,,,math_apply,-0.32,Math anxiety,Abbreviated AMAS,Test Anxiety,CTAS,,,Mathematic,National standardized test ICFES
yes,"Reali et al., 2016","Reali et al., 2016",,296,Dev_Group,MA-GA,,,math_apply,-0.19,Math anxiety,Abbreviated AMAS,General Anxiety,CMASR-2,,,Mathematic,National standardized test ICFES
yes,"Reali et al., 2016","Reali et al., 2016_male sample",males,136,Dev_Group,MA-Maths,,,math_apply,-0.08,Math anxiety,Abbreviated AMAS,,,,,Mathematic,National standardized test ICFES
yes,"Reali et al., 2016","Reali et al., 2016_female sample",females,160,Dev_Group,MA-Maths,,,math_apply,-0.24,Math anxiety,Abbreviated AMAS,,,,,Mathematic,National standardized test ICFES
yes,"Satake et al., 1995","Satake et al., 1995_male sample",males,80,Dev_Group,MA-Maths,,,grade,-0.27,Math anxiety,MARS-E,,,,,Mathematic,likert scale 1-5
yes,"Satake et al., 1995","Satake et al., 1995_male sample",males,80,Dev_Group,MA-Maths,,,grade,-0.13,Math anxiety,MARS-E,,,,,Mathematic,likert scale 1-5
yes,"Satake et al., 1995","Satake et al., 1995_female sample",females,74,Dev_Group,MA-Maths,,,grade,-0.4,Math anxiety,MARS-E,,,,,Mathematic,likert scale 1-5
yes,"Satake et al., 1995","Satake et al., 1995_female sample",females,74,Dev_Group,MA-Maths,,,grade,-0.35,Math anxiety,MARS-E,,,,,Mathematic,likert scale 1-5
yes,"Schnell et al., 2013","Schnell et al., 2013",,79,Dev_Group,MA-TA,,,,0.45,Math anxiety,FRA,Test Anxiety,PAF,,,,
yes,"Schnell et al., 2013","Schnell et al., 2013",,79,Dev_Group,MA-Maths,,,,-0.24,Math anxiety,FRA,,,,,,
yes,"Schnell et al., 2013","Schnell et al., 2013",,79,Dev_Group,TA-Maths,,,math_apply,-0.31,,,Test Anxiety,PAF,,,,
yes,"Soni et al., 2017","Soni et al., 2017",,595,Dev_Group,MA-Maths,,,math_apply,-0.7,Math anxiety,MARS,,,,,Matthematic,self-developed
yes,"Scherer et al., 2015","Scherer et al., 2015",,4686,Dev_Group,MA-Maths,,,math_apply,-0.32,Math anxiety,BFLPE,,,,,Matthematic,PPA
yes,"Scherer et al., 2015","Scherer et al., 2015",,4686,Dev_Group,MA-Maths,,,math_apply,-0.16,Math anxiety,BFLPE,,,,,Matthematic,CBA
yes,"Spinath et al., 2010","Spinath et al., 2010_male sample",males,552,Dev_Group,MA-Maths,,,grade,-0.05,Math anxiety,SBI-K ,,,,,Mathematic,
yes,"Spinath et al., 2010","Spinath et al., 2010_female sample",females,801,Dev_Group,MA-Maths,,,grade,-0.09,Math anxiety,SBI-K ,,,,,Mathematic,
yes,"Stankov et al., 2012","Stankov et al., 2012",,1727,Dev_Group,MA-Maths,,,math_apply,-0.31,Math anxiety,likert scale 5 point,,,,,Mathematic,Non specified
yes,"Stankov et al., 2014","Stankov et al., 2014",,598,Dev_Group,MA-Maths,,,math_apply,-0.33,Math anxiety,likert scale 4 point,,,,,Mathematic,self-developed
yes,"Stoet et al., 2016","Stoet et al., 2016_Group1",,276165,Dev_Group,MA-Maths,,,math_apply,-0.63,Math anxiety,likert scale 4 point,,,,,Mathematic,PISA 2003
yes,"Stoet et al., 2016","Stoet et al., 2016_Group2",,485490,Dev_Group,MA-Maths,,,math_apply,-0.56,Math anxiety,likert scale 4 point,,,,,Mathematic,PISA 2012
yes,"Tocci et al., 1991","Tocci et al., 1991_USA sample",,3846,Dev_Group,MA-Maths,,,math_apply,-0.24,Math anxiety,likert scale 5 point,,,,,Mathematic,SIMS
yes,"Tocci et al., 1991","Tocci et al., 1991_Thailand sample",,3528,Dev_Group,MA-Maths,,,math_apply,-0.14,Math anxiety,likert scale 5 point,,,,,Mathematic,SIMS
yes,"Van der Beek et al., 2017","Van der Beek et al., 2017",,1014,Dev_Group,MA-Maths,,,math_apply,-0.22,Math anxiety,likert scale 4 point,,,,,Mathematic,PISA 2003 and TIMSS 2007
yes,"Vukovic et al., 2013a","Vukovic et al., 2013a",,78,Dev_Group,MA-Maths,,,math_apply,-0.22,Math anxiety,likert scale 4 point,,,,,Mathematic,Stanford Diagnostics Mathematics Test?Fourth Edition 
yes,"Vukovic et al., 2013a","Vukovic et al., 2013a",,78,Dev_Group,MA-Maths,,,math_apply,-0.36,Math anxiety,likert scale 4 point,,,,,Mathematic,Adapted from previous research 
yes,"Vukovic et al., 2013a","Vukovic et al., 2013a",,78,Dev_Group,MA-Maths,,,math_apply,-0.31,Math anxiety,likert scale 4 point,,,,,Mathematic,KeyMath Diagnostic Assessment? Third Edition 
yes,"Vukovic et al., 2013b","Vukovic et al., 2013b",,113,Dev_Group,MA-WM,spatial,WM,,-0.08,Math anxiety,likert scale,,,Working memory,SCPT visual matrix subtest,,
yes,"Vukovic et al., 2013b","Vukovic et al., 2013b",,113,Dev_Group,MA-Maths,,,arithmetic,-0.32,Math anxiety,likert scale,,,,,Mathematic,stanford Diagnostics Mathematics Test?Fourth Edition 
yes,"Vukovic et al., 2013b","Vukovic et al., 2013b",,113,Dev_Group,MA-Maths,,,math_apply,-0.36,Math anxiety,likert scale,,,,,Mathematic,KeyMath3 and st
yes,"Vukovic et al., 2013b","Vukovic et al., 2013b",,113,Dev_Group,MA-Maths,,,math_apply,-0.12,Math anxiety,likert scale,,,,,Mathematic,KeyMath3 and story problems task
yes,"Vukovic et al., 2013b","Vukovic et al., 2013b",,113,Dev_Group,MA-Maths,,,arithmetic,-0.28,Math anxiety,likert scale,,,,,Mathematic,stanford Diagnostics Mathematics Test?Fourth Edition 
yes,"Vukovic et al., 2013b","Vukovic et al., 2013b",,113,Dev_Group,MA-Maths,,,math_apply,-0.32,Math anxiety,likert scale,,,,,Mathematic,KeyMath3 and st
yes,"Vukovic et al., 2013b","Vukovic et al., 2013b",,113,Dev_Group,MA-Maths,,,math_apply,-0.11,Math anxiety,likert scale,,,,,Mathematic,KeyMath3 and story problems task
yes,"Wang et al., 2013","Wang et al., 2013",,514,Dev_Group,MA-GA,,,,0.37,Math anxiety,Revised MARS-E,General Anxiety,Spence Children?s Anxiety Scale ,,,,
yes,"Wang et al., 2013","Wang et al., 2013",,514,Dev_Group,MA-Maths,,,math_apply,-0.32,Math anxiety,Revised MARS-E,,,,,Mathematic,Woodcock Johnson III Tests of Achievement 
yes,"Wang et al., 2015","Wang et al., 2015_Study1",,391,Dev_Group,MA-GA,,,,0.38,Math anxiety,MARS-E,General Anxiety,SCAS,,,,
yes,"Wang et al., 2015","Wang et al., 2015_Study1",,506,Dev_Group,MA-Maths,,,basic_know,-0.07,Math anxiety,MARS-E,,,,,Mathematics,Dots Task
yes,"Wang et al., 2015","Wang et al., 2015_Study1",,504,Dev_Group,MA-Maths,,,basic_know,-0.19,Math anxiety,MARS-E,,,,,Mathematics,Number line
yes,"Wang et al., 2015","Wang et al., 2015_Study1",,506,Dev_Group,MA-Maths,,,arithmetic,-0.25,Math anxiety,MARS-E,,,,,Mathematics,Composing and Decomposing Numbers task
yes,"Wang et al., 2015","Wang et al., 2015_Study1",,505,Dev_Group,MA-Maths,,,arithmetic,-0.23,Math anxiety,MARS-E,,,,,Mathematics,Problem Verification Task
yes,"Wang et al., 2015","Wang et al., 2015_Study1",,493,Dev_Group,MA-Maths,,,arithmetic,-0.29,Math anxiety,MARS-E,,,,,Mathematics,Woodcock-Johnson III Test of Achievement
yes,"Wang et al., 2015","Wang et al., 2015_Study1",,506,Dev_Group,MA-Maths,,,arithmetic,-0.33,Math anxiety,MARS-E,,,,,Mathematics,Woodcock-Johnson III Test of Achievement
yes,"Wang et al., 2015","Wang et al., 2015_Study2",,219,Adult,MA-GA,,,,0.4,Math anxiety,MARS-B,General Anxiety,STAI,,,,
yes,"Wang et al., 2015","Wang et al., 2015_Study2",,219,Adult,MA-Maths,,,arithmetic,-0.19,Math anxiety,MARS-B,,,,,Mathematics,Problem Verification Task
yes,"Wang et al., 2018","Wang et al., 2018",,927,Dev_Group,MA-Maths,,,grade,-0.21,Math anxiety,AMAS,,,,,Mathematics,Teacher rates
yes,"Wang et al., 2018","Wang et al., 2018",,927,Dev_Group,MA-Maths,,,grade,-0.27,Math anxiety,AMAS,,,,,Mathematics,Teacher rates
yes,"Wu et al., 2014","Wu et al., 2014",,366,Dev_Group,MA-GA,,,,0.12,Math anxiety,SEMA,General Anxiety,CBCL,,,,
yes,"Wu et al., 2014","Wu et al., 2014",,366,Dev_Group,MA-Maths,,,,-0.38,Math anxiety,SEMA,,,,,Matheatics,WIAT II
yes,"Wu et al., 2017","Wu et al., 2017",,330,Dev_Group,MA-GA,,,,0.11,MAth anxiety,SEMA,General Anxiety,CBCL,,,,
yes,"Wu et al., 2017","Wu et al., 2017",,330,Dev_Group,MA-Maths,,,arithmetic,-0.38,Math anxiety,SEMA,,,,,Mathematics,WIAT-II
yes,"Wu et al., 2017","Wu et al., 2017",,330,Dev_Group,MA-Maths,,,math_apply,-0.23,Math anxiety,SEMA,,,,,Mathematics,WIAT-II
yes,"Wu et al., 2017","Wu et al., 2017",,330,Dev_Group,MA-WM,verbal,WM,,-0.18,Math anxiety,SEMA,,,Working memory,Counting Recall,,
yes,"Wu et al., 2017","Wu et al., 2017",,330,Dev_Group,MA-WM,spatial,WM,,-0.21,Math anxiety,SEMA,,,Working memory,Block Recall,,
yes,"Wu et al., 2017","Wu et al., 2017",,330,Dev_Group,MA-WM,verbal,WM,,-0.14,Math anxiety,SEMA,,,Working memory,Digit Recall,,
yes,"Wu et al., 2017","Wu et al., 2017",,330,Dev_Group,MA-WM,verbal,WM,,-0.11,Math anxiety,SEMA,,,Working memory,Backword digit Recall,,
yes,"Yanez-Marquina et al., 2017","Yanez-Marquina et al., 2017",,563,Dev_Group,MA-Maths,,,math_apply,-0.16,Math anxiety,SAMAS,,,,,Mathematics,Standardized-test+PISA
yes,"Yanez-Marquina et al., 2017","Yanez-Marquina et al., 2017",,563,Dev_Group,MA-Maths,,,math_apply,-0.38,Math anxiety,SAMAS,,,,,Mathematics,Standardized-test+PISA
yes,"Yanez-Marquina et al., 2017","Yanez-Marquina et al., 2017",,563,Dev_Group,MA-Maths,,,math_apply,-0.37,Math anxiety,SAMAS,,,,,Mathematics,Standardized-test+PISA
yes,"Yildirim, 2012","Yildirim, 2012",,4855,Dev_Group,GA-Maths,,,math_apply,-0.35,,,General Anxiety,self-developed,,,Mathematics,PISA
yes,"Williams, 1994","Williams, 1994",,175,Dev_Group,TA-Maths,,,math_apply,-0.33,,,,Test Anxiety,,,Mathematics,ACT (American College Testing Program)
yes,"Williams, 1994","Williams, 1994",,175,Dev_Group,TA-Maths,,,math_apply,-0.31,,,,Test Anxiety,,,Mathematics,ACT (American College Testing Program)
yes,"Williams, 1994","Williams, 1994",,175,Dev_Group,MA-Maths,,,math_apply,-0.4,Math anxiety,MAQ,,,,,Mathematics,ACT (American College Testing Program)
yes,"Williams, 1994","Williams, 1994",,175,Dev_Group,MA-Maths,,,math_apply,-0.23,Math anxiety,MAQ,,,,,Mathematics,ACT (American College Testing Program)
yes,"Peatcher et al., 2017","Peatcher et al., 2017",,225,Adult,MA-Maths,,,grade,0.33,Math anxiety,R-MARS,,,,,Math,Non specified
yes,"Peatcher et al., 2017","Peatcher et al., 2017",,225,Adult,MA-Maths,,,grade,0.13,Math anxiety,R-MARS,,,,,Math,Non specified
yes,"Peatcher et al., 2017","Peatcher et al., 2017",,225,Adult,MA-Maths,,,grade,0.21,Math anxiety,R-MARS,,,,,Math,Non specified
yes,"Peatcher et al., 2017","Peatcher et al., 2017",,225,Adult,MA-Maths,,,math_apply,-0.13,Math anxiety,R-MARS,,,,,Math,Non specified
yes,"Peatcher et al., 2017","Peatcher et al., 2017",,225,Adult,MA-Maths,,,math_apply,-0.01,Math anxiety,R-MARS,,,,,Math,Non specified
yes,"Peatcher et al., 2017","Peatcher et al., 2017",,225,Adult,MA-Maths,,,math_apply,-0.01,Math anxiety,R-MARS,,,,,Math,Non specified
yes,"Peatcher et al., 2017","Peatcher et al., 2017",,225,Adult,GA-Maths,,,grade,-0.05,,,General Anxiety,STAI,,,Math,Non specified
yes,"Peatcher et al., 2017","Peatcher et al., 2017",,225,Adult,GA-Maths,,,math_apply,-0.04,,,General Anxiety,STAI,,,Math,Non specified
yes,"Skaalvik et al., 2018","Skaalvik et al., 2018",,939,Dev_Group,MA-Maths,,,grade,-0.43,Math anxiety,MAS,,,,,Math,Non specified
yes,"Skagerlund et al., 2018","Skagerlund et al., 2018",,2063,Adult,MA-Maths,,,math_apply,-0.32,Math anxiety,MAS-UK,,,,,Maths,BNT
yes,"Skagerlund et al., 2018","Skagerlund et al., 2018",,2063,Adult,MA-Maths,,,math_apply,-0.37,Math anxiety,MAS-UK,,,,,Maths,Non specified
yes,"Putwain et al., 2018","Putwain et al., 2018",,270,Dev_Group,TA-Maths,,,grade,-0.3,,,Test anxiety,Revised Test anxiety scale,,,Maths,Non specified
yes,"Schilinger et al., 2018","Schilinger et al., 2018",,341,Adult,MA-GA,,,,0.4,Math Anxiety,AMAS-G,,,,,,
yes,"Schilinger et al., 2018","Schilinger et al., 2018",,341,Adult,MA-TA,,,,0.48,Math Anxiety,AMAS-G,,,,,,
yes,"Schilinger et al., 2018","Schilinger et al., 2018",,341,Adult,MA-Maths,,,grade,-0.4,Math Anxiety,AMAS-G,,,,,Math,Non specified
yes,"Schilinger et al., 2018","Schilinger et al., 2018",,341,Adult,MA-Maths,,,arithmetic,-0.24,Math Anxiety,AMAS-G,,,,,Math,Arithmetic fluency test
yes,"Schilinger et al., 2018","Schilinger et al., 2018",,341,Adult,MA-Maths,,,arithmetic,-0.27,Math Anxiety,AMAS-G,,,,,Math,Arithmetic fluency test
yes,"Schilinger et al., 2018","Schilinger et al., 2018",,341,Adult,MA-Maths,,,math_apply,-0.41,Math Anxiety,AMAS-G,,,,,Math,M-PA
yes,"Kabas et al., 2018","Kabas et al., 2018",,466,Dev_Group,MA-Maths,,,math_apply,-0.74,Math Anxiety,MAAS,,,,,Math,DMLUS
yes,"Araki, 1992","Araki, 1992_male sample",males,148,Dev_Group,TA-Maths,,,grade,-0.26,Test Anxiety,TASC,,,,,Math,Grade
yes,"Araki, 1992","Araki, 1992_female sample",females,116,Dev_Group,TA-Maths,,,grade,-0.29,Test Anxiety,TASC,,,,,Math,Grade
yes,"Arens et al., 2017","Arens et al., 2017",,5135,Dev_Group,TA-Maths,,,grade,-0.18,Test Anxiety,Helmke,,,,,Math,
yes,"Arens et al., 2017","Arens et al., 2017",,5135,Dev_Group,TA-Maths,,,grade,-0.06,Test Anxiety,Hodapp,,,,,Math,Grade
yes,"Bezzina et al., 2010","Bezzina et al., 2010",,400,Dev_Group,TA-Maths,,,math_apply,-0.44,Test Anxiety,Not reported,,,,,Math,
yes,"Birenbaum et al., 1993","Birenbaum et al., 1993_male sample",males,99,Dev_Group,TA-Maths,,,arithmetic,0.09,Test Anxiety,RTT,,,,,Math,
yes,"Birenbaum et al., 1993","Birenbaum et al., 1993_female sample",females,132,Dev_Group,TA-Maths,,,arithmetic,-0.24,Test Anxiety,RTT,,,,,Math,
yes,"Birenbaum et al., 1993","Birenbaum et al., 1993_male sample",males,99,Dev_Group,TA-Maths,,,arithmetic,-0.2,Test Anxiety,RTT,,,,,Math,
yes,"Birenbaum et al., 1993","Birenbaum et al., 1993_female sample",females,132,Dev_Group,TA-Maths,,,arithmetic,-0.26,Test Anxiety,RTT,,,,,Math,
yes,"Bong et al., 2012","Bong et al., 2012",,746,Dev_Group,TA-Maths,,,grade,-0.51,Test Anxiety,MSLQ,,,,,Math,
yes,"Fonteyne et al., 2017","Fonteyne et al., 2017",,2391,Adult,TA-Maths,,,math_apply,-0.08,Test Anxiety,CTAR,,,,,Math,
yes,"Hannon et al., 2011","Hannon et al., 2011",,253,Adult,TA-Maths,,,math_apply,-0.33,Test Anxiety,Sarason?s (1978) test anxiety scale,,,,,Math,
yes,"Hannon et al., 2011","Hannon et al., 2011",,253,Adult,TA-WM,verbal,WM,,-0.2,Test Anxiety,Sarason?s (1978) test anxiety scale,,,,,,
yes,"Hannon, 2015","Hannon, 2015",,205,Adult,TA-Maths,,,math_apply,-0.31,Test Anxiety,Sarason (1978).,,,,,Math,
yes,"Haynes et al., 2003","Haynes et al., 2003",,159,Adult,TA-Maths,,,math_apply,-0.07,Test Anxiety,Test Anxiety Inventory (TAI),,,,,Math,
yes,"Hoferichter et al., 2016","Hoferichter et al., 2016",,399,Dev_Group,TA-Maths,,,grade,-0.08,Test Anxiety,PAF,,,,,Math,Grade
yes,"Hoferichter et al., 2016","Hoferichter et al., 2016",,399,Dev_Group,TA-Maths,,,grade,-0.23,Test Anxiety,PAF,,,,,Math,Grade
yes,"Hoferichter et al., 2016","Hoferichter et al., 2016",,399,Dev_Group,TA-Maths,,,grade,-0.23,Test Anxiety,PAF,,,,,Math,Grade
yes,"Hoferichter et al., 2016","Hoferichter et al., 2016",,399,Dev_Group,TA-Maths,,,grade,-0.38,Test Anxiety,PAF,,,,,Math,Grade
yes,"Hong, 2002","Hong, 2002",,298,Adult,TA-Maths,,,math_apply,-0.3,Test Anxiety,TAI,,,,,Math,Mathematics ability
yes,"Hong, 2002","Hong, 2002",,298,Adult,TA-Maths,,,math_apply,-0.36,Test Anxiety,TAI,,,,,Math,Mathematics ability
yes,"Karjanto et al., 2012","Karjanto et al., 2012_male sample",males,151,Adult,TA-Maths,,,math_apply,-0.17,Test Anxiety,TAI,,,,,Math,Mathematics ability
yes,"Karjanto et al., 2012","Karjanto et al., 2012_female sample",females,55,Adult,TA-Maths,,,math_apply,-0.01,Test Anxiety,TAI,,,,,Math,Mathematics ability
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade2",,594,Dev_Group,TA-Maths,,,math_apply,-0.37,Test Anxiety,AEQ-S,,,,,Math,one-hour mathematics achievement
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade2",,594,Dev_Group,TA-Maths,,,math_apply,-0.38,Test Anxiety,AEQ-S,,,,,Math,one-hour mathematics achievement
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade2",,594,Dev_Group,TA-Maths,,,grade,-0.31,Test Anxiety,AEQ-S,,,,,Math,Grade
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade2",,594,Dev_Group,TA-Maths,,,grade,-0.26,Test Anxiety,AEQ-S,,,,,Math,Grade
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade3",,595,Dev_Group,TA-Maths,,,math_apply,-0.29,Test Anxiety,AEQ-S,,,,,Math,one-hour mathematics achievement
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade3",,595,Dev_Group,TA-Maths,,,math_apply,-0.24,Test Anxiety,AEQ-S,,,,,Math,one-hour mathematics achievement
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade3",,595,Dev_Group,TA-Maths,,,math_apply,-0.3,Test Anxiety,AEQ-S,,,,,Math,one-hour mathematics achievement
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade3",,595,Dev_Group,TA-Maths,,,grade,-0.32,Test Anxiety,AEQ-S,,,,,Math,Grade
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade3",,595,Dev_Group,TA-Maths,,,grade,-0.27,Test Anxiety,AEQ-S,,,,,Math,Grade
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade3",,595,Dev_Group,TA-Maths,,,grade,-0.35,Test Anxiety,AEQ-S,,,,,Math,Grade
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade3_USA",,163,Dev_Group,TA-Maths,,,grade,-0.24,Test Anxiety,AEQ-S,,,,,Math,Grade
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade3_USA",,163,Dev_Group,TA-Maths,,,grade,-0.14,Test Anxiety,AEQ-S,,,,,Math,Grade
yes,"Lichtenfeld et al., 2012","Lichtenfeld et al., 2012_Grade3_USA",,163,Dev_Group,TA-Maths,,,grade,-0.2,Test Anxiety,AEQ-S,,,,,Math,Grade
yes,"Mavilidi et al., 2014","Mavilidi et al., 2014",,117,Dev_Group,TA-Maths,,,grade,-0.2,Test Anxiety,A Greek translation of the cognitive anxiety test questionnaire (Cassady & Johnson. 2002),,,,,Math,Math test
yes,"Mavilidi et al., 2014","Mavilidi et al., 2014",,117,Dev_Group,TA-Maths,,,math_apply,-0.25,Test Anxiety,A Greek translation of the cognitive anxiety test questionnaire (Cassady & Johnson. 2002),,,,,Math,Math test
yes,"Metallidou et al., 2007","Metallidou et al., 2007",,263,Dev_Group,TA-Maths,,,math_apply,-0.31,Test Anxiety,,,,,,Math,Grade
yes,"Mousavi et al., 2008","Mousavi et al., 2008",,536,Dev_Group,TA-Maths,,,grade,-0.12,Test Anxiety,TAI,,,,,Math,Grade
yes,"Mousavi et al., 2008","Mousavi et al., 2008",,536,Dev_Group,TA-Maths,,,grade,-0.03,Test Anxiety,TAI,,,,,Math,Grade
yes,"Nelson et al., 2015","Nelson et al., 2015",,50,Adult,TA-WM,verbal,WM,,-0.46,Test Anxiety,TAI,,,,,WM,WISC
yes,"Nelson et al., 2015","Nelson et al., 2015",,50,Adult,TA-WM,verbal,WM,,-0.26,Test Anxiety,TAI,,,,,WM,WISC
yes,"Nelson et al., 2015","Nelson et al., 2015",,50,Adult,TA-WM,verbal,WM,,-0.39,Test Anxiety,AMAS-C,,,,,WM,WISC
